RA;Fase;INDE_ATUAL;Pedra Atual;Pedra Passada;Turma;Nome Anonimizado;Data de Nasc;Idade;Gênero;Ano ingresso;Instituição de ensino;INDE_ANTERIOR;Cg;Cf;Ct;Nº Av;Avaliador1;Rec Av1;Avaliador2;Rec Av2;IAA;IEG;IPS;IPP;Rec Psicologia;IDA;Mat;Por;Ing;Indicado;Atingiu PV;IPV;IAN;Fase Ideal;Defasagem;Destaque IEG;Destaque IDA;Destaque IPV;ANO
RA-1424;1;7.5543388889;Ametista;;1J;Aluno-1424;2012-07-19 00:00:00;12;Feminino;2024;Pública;;;;;4.0;Avaliador-16;;Avaliador-18;;9.0;8.9;7.5;7.8;;7.2;7.5;7.0;;;;6.9;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1426;1;5.8367476190000005;Quartzo;;1J;Aluno-1426;2013-04-08 00:00:00;11;Feminino;2023;Pública;;;;;4.0;Avaliador-16;;Avaliador-18;;9.5;5.8;7.5;7.5;;2.8;5.5;0.0;;;;5.8;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1427;1;8.425325;Topázio;;1J;Aluno-1427;2013-08-26 00:00:00;11;Feminino;2024;Pública;;;;;4.0;Avaliador-16;;Avaliador-18;;9.5;10.0;7.5;8.9;;8.0;6.5;9.5;;;;8.7;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1052;1;7.744032575800001;Ametista;Agata;1J;Aluno-1052;2014-06-04 00:00:00;10;Masculino;2023;Pública;6.96;;;;4.0;Avaliador-16;;Avaliador-18;;5.8;9.1;6.3;8.6;;8.2;8.5;8.0;;;;8.5;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-719;1;7.1193969697;Ametista;Agata;1J;Aluno-719;2012-10-03 00:00:00;12;Masculino;2021;Pública;6.414;;;;4.0;Avaliador-16;;Avaliador-18;;10.0;7.3;7.5;7.5;;6.5;5.0;8.0;;;;6.7;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-747;1;5.8450809523;Quartzo;Agata;1K;Aluno-747;2011-11-30 00:00:00;12;Feminino;2022;Pública;6.026;;;;2.0;Avaliador-15;;Avaliador-2;;10.0;8.1;5.0;7.1;;2.2;4.5;0.0;;;;5.3;5;Fase 3 (7° e 8° ano);-2;;;;2024
RA-928;1;8.8733666667;Topázio;Topázio;1K;Aluno-928;2015-04-14 00:00:00;9;Feminino;2023;Pública;9.371;;;;2.0;Avaliador-15;;Avaliador-2;;8.0;10.0;7.5;8.5;;8.8;8.5;9.0;;;;8.6;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-748;1;8.2272;Topázio;Topázio;1K;Aluno-748;2013-06-08 00:00:00;11;Masculino;2021;Pública;8.714;;;;2.0;Avaliador-15;;Avaliador-2;;9.5;10.0;7.5;8.8;;7.8;7.5;8.0;;;;8.0;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-769;1;7.099342857200002;Ametista;Ametista;1K;Aluno-769;2013-08-23 00:00:00;11;Feminino;2022;Pública;7.853;;;;2.0;Avaliador-15;;Avaliador-2;;10.0;6.0;7.5;7.9;;6.0;6.0;6.0;;;;8.3;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-876;1;7.612057142800001;Ametista;Topázio;1K;Aluno-876;2015-04-11 00:00:00;9;Masculino;2023;Pública;8.649;;;;2.0;Avaliador-15;;Avaliador-2;;8.5;9.0;7.5;8.3;;3.8;7.5;0.0;;;;8.1;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-776;1;5.178509523800001;Quartzo;Quartzo;1K;Aluno-776;2013-06-02 00:00:00;11;Feminino;2022;Pública;5.568;;;;2.0;Avaliador-15;;Avaliador-2;;7.9;6.0;5.6;8.3;;0.0;0.0;0.0;;;;6.5;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-753;1;8.2450571429;Topázio;Topázio;1K;Aluno-753;2014-06-11 00:00:00;10;Feminino;2022;Pública;8.667;;;;2.0;Avaliador-15;;Avaliador-2;;10.0;9.0;7.5;8.3;;8.5;9.0;8.0;;;;8.3;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-601;1;8.5107;Topázio;Topázio;1K;Aluno-601;2014-06-19 00:00:00;10;Masculino;2021;Pública;8.956;;;;2.0;Avaliador-15;;Avaliador-2;;9.5;10.0;7.5;8.8;;8.8;9.5;8.0;;;;8.4;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-831;1;8.0066285715;Topázio;Ametista;1K;Aluno-831;2013-12-19 00:00:00;10;Masculino;2022;Pública;7.716;;;;2.0;Avaliador-15;;Avaliador-2;;10.0;9.5;6.3;7.9;;7.8;6.5;9.0;;;;8.2;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1067;1;7.840033333300001;Ametista;Agata;1K;Aluno-1067;2013-08-21 00:00:00;11;Masculino;2023;Pública;6.541;;;;2.0;Avaliador-15;;Avaliador-2;;10.0;8.3;7.5;8.5;;6.8;6.5;7.0;;;;8.6;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1058;1;7.703347619;Ametista;Ametista;1K;Aluno-1058;2014-04-09 00:00:00;10;Feminino;2023;Pública;7.357;;;;2.0;Avaliador-15;;Avaliador-2;;9.2;8.1;6.9;8.1;;7.8;7.5;8.0;;;;8.1;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-757;1;7.938842857200001;Ametista;Topázio;1K;Aluno-757;2013-02-28 00:00:00;11;Feminino;2022;Pública;8.674;;;;2.0;Avaliador-15;;Avaliador-2;;9.5;9.3;7.5;8.1;;7.0;6.5;7.5;;;;8.3;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-794;1;7.145652380900001;Ametista;Ametista;1K;Aluno-794;2014-10-08 00:00:00;10;Feminino;2022;Pública;7.984;;;;2.0;Avaliador-15;;Avaliador-2;;9.5;6.9;7.5;8.1;;3.0;6.0;0.0;;;;8.3;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-960;1;5.286047619;Quartzo;Ametista;1K;Aluno-960;2013-05-17 00:00:00;11;Masculino;2023;Pública;7.085;;;;2.0;Avaliador-15;;Avaliador-2;;0.0;8.1;7.5;7.5;;3.0;6.0;0.0;;;;5.3;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-826;1;7.9442;Ametista;Ametista;1L;Aluno-826;2014-03-06 00:00:00;10;Masculino;2022;Pública;7.776;;;;2.0;Avaliador-15;;Avaliador-2;;10.0;10.0;6.3;7.5;;6.8;5.5;8.0;;;;8.6;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-789;1;8.0443904763;Topázio;Ametista;1L;Aluno-789;2015-01-14 00:00:00;9;Feminino;2022;Pública;7.974;;;;2.0;Avaliador-15;;Avaliador-2;;9.0;9.0;7.5;9.2;;5.2;5.5;5.0;;;;8.1;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-1056;1;8.192009523800001;Topázio;Topázio;1L;Aluno-1056;2014-04-30 00:00:00;10;Masculino;2023;Pública;8.552;;;;2.0;Avaliador-15;;Avaliador-2;;8.5;9.3;7.5;9.2;;8.2;8.5;8.0;;;;8.3;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1428;1;8.006108496800001;Topázio;;1L;Aluno-1428;2013-12-02 00:00:00;10;Masculino;2024;Pública;;;;;2.0;Avaliador-15;;Avaliador-2;;8.5;8.9;7.5;9.2;;8.0;7.0;9.0;;;;8.1;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-830;1;7.1373428571;Ametista;Agata;1L;Aluno-830;2013-10-30 00:00:00;11;Feminino;2022;Pública;6.78;;;;2.0;Avaliador-15;;Avaliador-2;;9.0;7.6;5.6;8.3;;6.8;6.5;7.0;;;;7.3;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-780;1;7.7430333333;Ametista;Ametista;1L;Aluno-780;2013-08-22 00:00:00;11;Feminino;2022;Pública;7.784;;;;2.0;Avaliador-15;;Avaliador-2;;9.5;10.0;5.6;9.0;;6.0;6.0;6.0;;;;8.2;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1057;1;8.2352;Topázio;Topázio;1L;Aluno-1057;2014-01-17 00:00:00;10;Feminino;2023;Pública;8.483;;;;2.0;Avaliador-15;;Avaliador-2;;10.0;10.0;6.3;8.8;;8.0;8.0;8.0;;;;8.2;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1062;1;7.6147238096;Ametista;Ametista;1L;Aluno-1062;2014-01-10 00:00:00;10;Masculino;2023;Pública;7.449;;;;2.0;Avaliador-15;;Avaliador-2;;8.0;9.0;5.6;8.8;;7.2;6.5;8.0;;;;8.1;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1429;1;8.041811111100001;Topázio;;1L;Aluno-1429;2013-07-05 00:00:00;11;Masculino;2024;Pública;;;;;2.0;Avaliador-15;;Avaliador-2;;9.5;8.9;7.5;9.0;;7.8;8.5;7.0;;;;8.1;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1430;1;7.864033333300001;Ametista;;1L;Aluno-1430;2013-09-15 00:00:00;11;Masculino;2024;Pública;;;;;2.0;Avaliador-15;;Avaliador-2;;8.5;10.0;7.5;9.0;;6.2;6.0;6.5;;;;8.1;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-767;1;8.131890476200002;Topázio;Ametista;1L;Aluno-767;2012-04-19 00:00:00;12;Masculino;2021;Pública;7.381;;;;2.0;Avaliador-15;;Avaliador-2;;9.5;9.0;7.5;8.5;;8.2;8.5;8.0;;;;8.1;5;Fase 3 (7° e 8° ano);-2;;;;2024
RA-943;1;8.965033333300001;Topázio;Topázio;1L;Aluno-943;2015-01-12 00:00:00;9;Feminino;2023;Pública;8.917;;;;2.0;Avaliador-15;;Avaliador-2;;10.0;10.0;7.5;9.0;;8.0;7.0;9.0;;;;8.6;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-782;1;8.1896285714;Topázio;Ametista;1L;Aluno-782;2014-07-31 00:00:00;10;Masculino;2022;Pública;7.681;;;;2.0;Avaliador-15;;Avaliador-2;;9.5;7.9;7.5;7.5;;7.8;7.5;8.0;;;;8.1;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-795;1;8.441414285700002;Topázio;Topázio;1L;Aluno-795;2014-02-17 00:00:00;10;Feminino;2022;Pública;8.464;;;;2.0;Avaliador-15;;Avaliador-2;;9.5;9.8;6.3;9.0;;9.5;10.0;9.0;;;;8.1;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1431;1;7.9147292443;Ametista;;1M;Aluno-1431;2013-01-06 00:00:00;11;Feminino;2024;Pública;;;;;2.0;Avaliador-17;;Avaliador-2;;9.0;7.7;7.5;8.0;;8.0;8.0;8.0;;;;9.1;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1432;1;8.774075000000002;Topázio;;1M;Aluno-1432;2014-03-31 00:00:00;10;Feminino;2024;Pública;;;;;2.0;Avaliador-17;;Avaliador-2;;10.0;10.0;7.5;9.2;;9.5;10.0;9.0;;;;8.5;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1433;1;8.1939895962;Topázio;;1M;Aluno-1433;2014-05-26 00:00:00;10;Feminino;2024;Pública;;;;;2.0;Avaliador-17;;Avaliador-2;;8.5;9.1;7.5;8.3;;8.8;8.0;9.5;;;;8.5;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1434;1;8.2775982919;Topázio;;1M;Aluno-1434;2014-02-28 00:00:00;10;Masculino;2024;Pública;;;;;2.0;Avaliador-17;;Avaliador-2;;8.5;8.0;6.3;9.5;;9.0;10.0;8.0;;;;9.8;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-958;1;9.531325;Topázio;Topázio;1M;Aluno-958;2015-03-11 00:00:00;9;Feminino;2023;Pública;9.29;;;;2.0;Avaliador-17;;Avaliador-2;;10.0;10.0;6.3;9.5;;10.0;10.0;10.0;;;;9.8;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-1435;1;7.7196166667;Ametista;;1M;Aluno-1435;2014-10-25 00:00:00;10;Masculino;2024;Pública;;;;;2.0;Avaliador-17;;Avaliador-2;;9.5;7.8;7.5;7.2;;7.5;7.5;7.5;;;;6.2;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-755;1;8.925450000000001;Topázio;Topázio;1M;Aluno-755;2014-03-22 00:00:00;10;Masculino;2022;Pública;8.744;;;;2.0;Avaliador-17;;Avaliador-2;;10.0;10.0;7.5;9.1;;9.8;10.0;9.5;;;;9.1;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1436;1;7.589914648100001;Ametista;;1M;Aluno-1436;2013-06-24 00:00:00;11;Feminino;2024;Pública;;;;;2.0;Avaliador-17;;Avaliador-2;;7.4;8.7;7.5;8.3;;8.0;8.0;8.0;;;;7.2;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1437;1;7.982890217400001;Ametista;;1M;Aluno-1437;2013-06-29 00:00:00;11;Feminino;2024;Pública;;;;;2.0;Avaliador-17;;Avaliador-2;;8.5;9.3;7.5;8.3;;8.0;8.0;8.0;;;;7.9;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1438;1;8.176825000000001;Topázio;;1M;Aluno-1438;2013-11-08 00:00:00;10;Feminino;2024;Pública;;;;;2.0;Avaliador-17;;Avaliador-2;;10.0;9.0;7.5;8.9;;7.0;6.0;8.0;;;;9.2;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1439;1;8.507700000000002;Topázio;;1M;Aluno-1439;2013-10-12 00:00:00;11;Feminino;2024;Pública;;;;;2.0;Avaliador-17;;Avaliador-2;;7.5;10.0;7.5;9.4;;8.5;9.0;8.0;;;;9.3;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1440;1;7.469102691500001;Ametista;;1M;Aluno-1440;2014-03-08 00:00:00;10;Feminino;2024;Pública;;;;;2.0;Avaliador-17;;Avaliador-2;;9.0;9.5;7.5;8.8;;4.5;9.0;0.0;;;;8.2;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1441;1;8.961646169800002;Topázio;;1M;Aluno-1441;2015-01-21 00:00:00;9;Masculino;2024;Pública;;;;;2.0;Avaliador-17;;Avaliador-2;;9.5;9.1;7.5;9.4;;8.5;9.0;8.0;;;;9.0;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-1442;1;7.135189648100001;Ametista;;1M;Aluno-1442;2010-12-28 00:00:00;13;Masculino;2024;Pública;;;;;2.0;Avaliador-17;;Avaliador-2;;8.0;8.7;7.5;7.5;;7.2;8.5;6.0;;;;5.7;5;Fase 3 (7° e 8° ano);-2;;;;2024
RA-952;1;8.853624242300002;Topázio;Topázio;1N;Aluno-952;2015-09-22 00:00:00;9;Masculino;2023;Pública;8.371;;;;2.0;Avaliador-15;;Avaliador-2;;9.5;9.5;6.3;8.3;;8.5;8.0;9.0;;;;9.2;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-939;1;7.051379841899999;Ametista;Ametista;1N;Aluno-939;2012-10-04 00:00:00;12;Feminino;2023;Pública;7.974;;;;2.0;Avaliador-15;;Avaliador-2;;9.0;8.9;5.6;8.1;;5.0;6.0;4.0;;;;7.5;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-953;1;7.961241502000001;Ametista;Ametista;1N;Aluno-953;2015-02-04 00:00:00;9;Feminino;2023;Pública;7.54;;;;2.0;Avaliador-15;;Avaliador-2;;9.0;6.9;6.3;8.1;;8.5;8.0;9.0;;;;7.8;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-954;1;8.2823798419;Topázio;Agata;1N;Aluno-954;2015-04-13 00:00:00;9;Feminino;2023;Pública;6.824;;;;2.0;Avaliador-15;;Avaliador-2;;9.5;8.9;6.3;8.1;;7.8;6.5;9.0;;;;7.8;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-1000;1;8.364790909100002;Topázio;Ametista;1N;Aluno-1000;2015-04-20 00:00:00;9;Feminino;2023;Pública;7.916;;;;2.0;Avaliador-15;;Avaliador-2;;9.0;9.5;6.3;8.1;;7.8;7.5;8.0;;;;7.8;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-1001;1;7.7964318841;Ametista;Topázio;1N;Aluno-1001;2014-03-13 00:00:00;10;Feminino;2023;Pública;8.116;;;;2.0;Avaliador-15;;Avaliador-2;;7.5;9.3;7.5;7.9;;7.8;6.5;9.0;;;;7.9;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1445;1;7.842866666700001;Ametista;;1N;Aluno-1445;2014-02-12 00:00:00;10;Feminino;2024;Pública;;;;;2.0;Avaliador-15;;Avaliador-2;;9.5;9.5;7.5;7.9;;7.2;6.5;8.0;;;;7.5;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1446;1;5.9004061924;Quartzo;;1N;Aluno-1446;2014-12-27 00:00:00;9;Masculino;2024;Pública;;;;;2.0;Avaliador-15;;Avaliador-2;;8.0;6.7;6.3;7.3;;0.0;0.0;0.0;;;;7.1;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-768;1;7.0345379447;Ametista;Topázio;1N;Aluno-768;2012-09-07 00:00:00;12;Feminino;2021;Pública;8.404;;;;2.0;Avaliador-15;;Avaliador-2;;9.0;8.0;6.3;8.1;;5.5;6.0;5.0;;;;7.5;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1447;1;7.5402350878;Ametista;;1N;Aluno-1447;2012-12-06 00:00:00;11;Feminino;2024;Pública;;;;;2.0;Avaliador-15;;Avaliador-2;;9.5;9.7;7.5;7.9;;5.2;6.5;4.0;;;;7.8;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-980;1;7.946388311600001;Ametista;Ametista;1P;Aluno-980;2015-09-19 00:00:00;9;Feminino;2023;Pública;7.142;;;;4.0;Avaliador-3;;Avaliador-18;;9.0;9.1;7.5;7.5;;6.2;6.5;6.0;;;;7.4;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-982;1;8.119860173100001;Topázio;Ametista;1P;Aluno-982;2015-11-19 00:00:00;8;Masculino;2023;Pública;7.122;;;;4.0;Avaliador-3;;Avaliador-18;;10.0;8.4;7.5;6.9;;8.2;6.5;10.0;;;;6.8;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-1448;1;7.466126406900001;Ametista;;1P;Aluno-1448;2011-10-28 00:00:00;13;Feminino;2024;Pública;;;;;4.0;Avaliador-3;;Avaliador-18;;9.0;9.5;7.5;7.5;;6.0;6.0;6.0;;;;7.3;5;Fase 3 (7° e 8° ano);-2;;;;2024
RA-985;1;8.2432;Topázio;Ametista;1P;Aluno-985;2015-08-23 00:00:00;9;Masculino;2023;Pública;7.625;;;;4.0;Avaliador-3;;Avaliador-18;;8.5;10.0;6.3;7.5;;7.5;8.0;7.0;;;;7.6;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-986;1;8.2603406926;Topázio;Topázio;1P;Aluno-986;2015-06-15 00:00:00;9;Feminino;2023;Pública;8.011;;;;4.0;Avaliador-3;;Avaliador-18;;10.0;9.3;6.3;7.1;;8.5;7.5;9.5;;;;6.8;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-810;1;7.704770175400001;Ametista;Ametista;1P;Aluno-810;2014-05-31 00:00:00;10;Masculino;2021;Pública;7.783;;;;4.0;Avaliador-3;;Avaliador-18;;7.5;9.5;5.6;6.5;;9.0;8.0;10.0;;;;7.8;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-987;1;8.3028861472;Topázio;Ametista;1P;Aluno-987;2015-07-26 00:00:00;9;Masculino;2023;Pública;7.676;;;;4.0;Avaliador-3;;Avaliador-18;;9.0;9.1;7.5;7.7;;7.5;8.0;7.0;;;;7.8;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-988;1;8.1765333333;Topázio;Ametista;1P;Aluno-988;2014-05-02 00:00:00;10;Feminino;2023;Pública;7.957;;;;4.0;Avaliador-3;;Avaliador-18;;9.5;10.0;7.5;8.3;;7.8;6.5;9.0;;;;8.0;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-807;1;7.797628571400001;Ametista;Ametista;1R;Aluno-807;2014-07-22 00:00:00;10;Masculino;2022;Pública;7.863;;;;4.0;Avaliador-18;;Avaliador-17;;9.0;7.9;7.5;7.5;;7.0;6.0;8.0;;;;7.1;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-808;1;8.7897;Topázio;Topázio;1R;Aluno-808;2014-09-27 00:00:00;10;Masculino;2022;Pública;8.193;;;;4.0;Avaliador-18;;Avaliador-17;;9.0;10.0;7.5;8.1;;8.8;7.5;10.0;;;;7.9;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-963;1;8.375080952400001;Topázio;Topázio;1R;Aluno-963;2014-09-05 00:00:00;10;Feminino;2023;Pública;8.614;;;;4.0;Avaliador-18;;Avaliador-17;;7.5;9.8;7.5;8.1;;7.5;5.0;10.0;;;;8.0;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-989;1;7.3743785714;Ametista;Ametista;1R;Aluno-989;2014-09-18 00:00:00;10;Masculino;2023;Pública;7.724;;;;4.0;Avaliador-18;;Avaliador-17;;9.5;7.9;6.3;7.2;;6.0;6.0;6.0;;;;6.5;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-964;1;7.548241666600001;Ametista;Ametista;1R;Aluno-964;2014-04-30 00:00:00;10;Masculino;2023;Pública;7.8;;;;4.0;Avaliador-18;;Avaliador-17;;9.5;8.3;7.5;8.0;;7.2;7.5;7.0;;;;7.2;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1449;1;7.214341666700001;Ametista;;1R;Aluno-1449;2014-06-27 00:00:00;10;Feminino;2024;Pública;;;;;4.0;Avaliador-18;;Avaliador-17;;7.4;8.3;7.5;8.0;;6.8;6.5;7.0;;;;7.0;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-1450;1;7.405235714200002;Ametista;;1R;Aluno-1450;2015-01-10 00:00:00;9;Masculino;2024;Pública;;;;;4.0;Avaliador-18;;Avaliador-17;;9.5;8.6;7.5;7.8;;3.5;0.0;7.0;;;;7.5;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-984;1;8.475080952400003;Topázio;Topázio;1R;Aluno-984;2014-12-21 00:00:00;9;Feminino;2023;Pública;8.818;;;;4.0;Avaliador-18;;Avaliador-17;;9.5;9.8;7.5;8.1;;7.0;7.5;6.5;;;;8.0;10;Fase 1 (3° e 4° ano);0;;;;2024
RA-1451;1;7.560479761900002;Ametista;;1R;Aluno-1451;2013-08-27 00:00:00;11;Feminino;2024;Pública;;;;;4.0;Avaliador-18;;Avaliador-17;;10.0;8.8;7.5;8.0;;6.0;6.0;6.0;;;;7.8;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-967;1;5.442610714300001;Quartzo;Ametista;1R;Aluno-967;2013-09-09 00:00:00;11;Masculino;2023;Pública;7.135;;;;4.0;Avaliador-18;;Avaliador-17;;9.5;3.6;7.5;5.8;;4.8;3.5;6.0;;;;5.0;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-968;1;7.8403547619000005;Ametista;Topázio;1R;Aluno-968;2014-05-08 00:00:00;10;Feminino;2023;Pública;8.494;;;;4.0;Avaliador-18;;Avaliador-17;;9.0;8.8;7.5;8.4;;7.8;8.5;7.0;;;;7.7;5;Fase 2 (5° e 6° ano);-1;;;;2024
RA-521;2;7.4798428571999995;Ametista;Agata;2A;Aluno-521;2013-03-12 00:00:00;11;Masculino;2022;Privada;6.769;;;;3.0;Avaliador-19;;Avaliador-5;;8.0;9.0;5.0;6.7;;6.2;7.0;5.5;;;;7.3;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1048;2;7.5198666666000005;Ametista;Ametista;2A;Aluno-1048;2013-07-20 00:00:00;11;Feminino;2023;Privada;7.811;;;;3.0;Avaliador-19;;Avaliador-5;;8.5;6.8;6.3;7.7;;6.2;6.5;6.0;;;;8.3;10;Fase 1 (3° e 4° ano);1;;;;2024
RA-680;2;4.9800714287000005;Quartzo;Agata;2A;Aluno-680;2012-02-05 00:00:00;12;Feminino;2021;Pública;6.586;;;;3.0;Avaliador-19;;Avaliador-5;;0.0;6.6;5.6;6.7;;3.0;2.5;3.5;;;;6.6;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-698;2;7.3363190476;Ametista;Ametista;2A;Aluno-698;2013-12-20 00:00:00;10;Masculino;2021;Pública;7.554;;;;3.0;Avaliador-19;;Avaliador-5;;9.0;8.3;6.9;7.3;;4.5;3.0;6.0;;;;7.3;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1452;2;8.6268666667;Topázio;;2A;Aluno-1452;2012-09-07 00:00:00;12;Masculino;2024;Pública;;;;;3.0;Avaliador-19;;Avaliador-5;;9.0;10.0;7.5;7.9;;7.8;7.0;8.5;;;;8.2;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1453;2;7.1234857143;Ametista;;2A;Aluno-1453;2012-01-16 00:00:00;12;Feminino;2021;Pública;;;;;3.0;Avaliador-19;;Avaliador-5;;8.5;7.8;6.2;7.5;;6.5;4.5;8.5;;;;7.7;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-1454;2;7.7042238095;Ametista;;2A;Aluno-1454;2014-03-31 00:00:00;10;Feminino;2023;Pública;;;;;3.0;Avaliador-19;;Avaliador-5;;8.0;5.9;7.5;7.7;;7.8;7.5;8.0;;;;8.3;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-529;2;5.2661285715;Quartzo;Ametista;2A;Aluno-529;2010-07-01 00:00:00;14;Masculino;2021;Pública;7.279;;;;3.0;Avaliador-19;;Avaliador-5;;7.0;6.6;4.4;4.8;;4.2;2.5;6.0;;;;4.9;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-1456;2;8.492914285800001;Topázio;;2A;Aluno-1456;2012-12-03 00:00:00;11;Masculino;2024;Pública;;;;;3.0;Avaliador-19;;Avaliador-5;;9.5;9.5;7.5;7.5;;7.8;5.5;10.0;;;;7.9;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-497;2;4.4960809524;Quartzo;Quartzo;2B;Aluno-497;2009-07-01 00:00:00;15;Feminino;2021;Privada - Programa de apadrinhamento;5.719;;;;3.0;Avaliador-19;;Avaliador-5;;7.5;6.1;5.6;5.6;;1.0;0.0;2.0;;;;3.5;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-688;2;8.986533333300002;Topázio;Topázio;2B;Aluno-688;2013-08-20 00:00:00;11;Masculino;2022;Pública;8.044;;;;3.0;Avaliador-19;;Avaliador-5;;9.5;10.0;8.1;8.3;;7.5;6.0;9.0;;;;9.4;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-696;2;7.482680952299999;Ametista;Ametista;2B;Aluno-696;2013-12-05 00:00:00;10;Feminino;2021;Pública;7.173;;;;3.0;Avaliador-19;;Avaliador-5;;7.4;7.8;7.5;7.7;;5.2;5.0;5.5;;;;8.0;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1458;2;5.879073684200001;Quartzo;;2B;Aluno-1458;2012-02-22 00:00:00;12;Feminino;2024;Pública;;;;;3.0;Avaliador-19;;Avaliador-5;;8.8;7.3;7.5;6.0;;3.2;0.5;6.0;;;;5.2;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-1034;2;8.0333666666;Topázio;Ametista;2B;Aluno-1034;2013-04-15 00:00:00;11;Masculino;2023;Pública;7.964;;;;3.0;Avaliador-19;;Avaliador-5;;7.5;8.1;7.5;7.7;;7.5;7.5;7.5;;;;8.2;10;Fase 2 (5° e 6° ano);0;;;;2024
